,drug_name,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
45,ULORIC,all,210,163,165,0.0,45,1.0,0.7857142857142857,0.88
46,ULORIC,exact-meddra,187,163,154,,33,,0.8235294117647058,
47,ULORIC,non-meddra,23,163,11,,12,,0.4782608695652174,
48,ULORIC,negated,0,163,0,,0,,,
49,ULORIC,discontinuous,18,163,7,,11,,0.3888888888888889,
50,CIMZIA,all,99,65,71,4.0,28,0.9466666666666667,0.7171717171717171,0.8160919540229885
51,CIMZIA,exact-meddra,76,65,58,,18,,0.7631578947368421,
52,CIMZIA,non-meddra,23,65,13,,10,,0.5652173913043478,
53,CIMZIA,negated,1,65,1,,0,,1.0,
54,CIMZIA,discontinuous,8,65,2,,6,,0.25,
55,KALYDECO,all,40,26,26,0.0,14,1.0,0.65,0.787878787878788
56,KALYDECO,exact-meddra,24,26,24,,0,,1.0,
57,KALYDECO,non-meddra,16,26,2,,14,,0.125,
58,KALYDECO,negated,0,26,0,,0,,,
59,KALYDECO,discontinuous,10,26,0,,10,,0.0,
60,FULYZAQ,all,36,36,36,0.0,0,1.0,1.0,1.0
61,FULYZAQ,exact-meddra,30,36,30,,0,,1.0,
62,FULYZAQ,non-meddra,6,36,6,,0,,1.0,
63,FULYZAQ,negated,0,36,0,,0,,,
64,FULYZAQ,discontinuous,0,36,0,,0,,,
65,QUTENZA,all,40,37,38,0.0,2,1.0,0.95,0.9743589743589743
66,QUTENZA,exact-meddra,34,37,34,,0,,1.0,
67,QUTENZA,non-meddra,6,37,4,,2,,0.6666666666666666,
68,QUTENZA,negated,0,37,0,,0,,,
69,QUTENZA,discontinuous,0,37,0,,0,,,
70,GRANIX,all,8,13,7,6.0,1,0.5384615384615384,0.875,0.6666666666666667
71,GRANIX,exact-meddra,5,13,5,,0,,1.0,
72,GRANIX,non-meddra,3,13,2,,1,,0.6666666666666666,
73,GRANIX,negated,0,13,0,,0,,,
74,GRANIX,discontinuous,0,13,0,,0,,,
75,COARTEM,all,81,79,80,0.0,1,1.0,0.9876543209876543,0.9937888198757764
76,COARTEM,exact-meddra,78,79,78,,0,,1.0,
77,COARTEM,non-meddra,3,79,2,,1,,0.6666666666666666,
78,COARTEM,negated,0,79,0,,0,,,
79,COARTEM,discontinuous,0,79,0,,0,,,
80,APTIOM,all,42,58,41,18.0,1,0.6949152542372882,0.9761904761904762,0.8118811881188118
81,APTIOM,exact-meddra,34,58,33,,1,,0.9705882352941176,
82,APTIOM,non-meddra,8,58,8,,0,,1.0,
83,APTIOM,negated,0,58,0,,0,,,
84,APTIOM,discontinuous,1,58,0,,1,,0.0,
85,PROLIA,all,69,48,48,1.0,21,0.9795918367346939,0.6956521739130435,0.8135593220338982
86,PROLIA,exact-meddra,43,48,38,,5,,0.8837209302325582,
87,PROLIA,non-meddra,26,48,10,,16,,0.38461538461538464,
88,PROLIA,negated,2,48,1,,1,,0.5,
89,PROLIA,discontinuous,8,48,1,,7,,0.125,
90,BLINCYTO,all,94,76,84,2.0,10,0.9767441860465116,0.8936170212765957,0.9333333333333332
91,BLINCYTO,exact-meddra,78,76,70,,8,,0.8974358974358975,
92,BLINCYTO,non-meddra,16,76,14,,2,,0.875,
93,BLINCYTO,negated,1,76,0,,1,,0.0,
94,BLINCYTO,discontinuous,1,76,0,,1,,0.0,
95,STENDRA,all,55,55,55,1.0,0,0.9821428571428571,1.0,0.9909909909909909
96,STENDRA,exact-meddra,53,55,53,,0,,1.0,
97,STENDRA,non-meddra,2,55,2,,0,,1.0,
98,STENDRA,negated,0,55,0,,0,,,
99,STENDRA,discontinuous,0,55,0,,0,,,
100,XIAFLEX,all,71,37,47,0.0,24,1.0,0.6619718309859155,0.7966101694915254
101,XIAFLEX,exact-meddra,48,37,35,,13,,0.7291666666666666,
102,XIAFLEX,non-meddra,23,37,12,,11,,0.5217391304347826,
103,XIAFLEX,negated,0,37,0,,0,,,
104,XIAFLEX,discontinuous,9,37,3,,6,,0.3333333333333333,
105,XEOMIN,all,46,41,41,0.0,5,1.0,0.8913043478260869,0.9425287356321839
106,XEOMIN,exact-meddra,40,41,35,,5,,0.875,
107,XEOMIN,non-meddra,6,41,6,,0,,1.0,
108,XEOMIN,negated,1,41,1,,0,,1.0,
109,XEOMIN,discontinuous,5,41,4,,1,,0.8,
110,GILOTRIF,all,49,35,39,1.0,10,0.975,0.7959183673469388,0.8764044943820225
111,GILOTRIF,exact-meddra,42,35,33,,9,,0.7857142857142857,
112,GILOTRIF,non-meddra,7,35,6,,1,,0.8571428571428571,
113,GILOTRIF,negated,0,35,0,,0,,,
114,GILOTRIF,discontinuous,1,35,1,,0,,1.0,
115,TREANDA,all,122,105,109,3.0,13,0.9732142857142857,0.8934426229508197,0.9316239316239318
116,TREANDA,exact-meddra,99,105,96,,3,,0.9696969696969697,
117,TREANDA,non-meddra,23,105,13,,10,,0.5652173913043478,
118,TREANDA,negated,0,105,0,,0,,,
119,TREANDA,discontinuous,14,105,10,,4,,0.7142857142857143,
120,CHOLINE,all,1,1,1,0.0,0,1.0,1.0,1.0
121,CHOLINE,exact-meddra,1,1,1,,0,,1.0,
122,CHOLINE,non-meddra,0,1,0,,0,,,
123,CHOLINE,negated,0,1,0,,0,,,
124,CHOLINE,discontinuous,0,1,0,,0,,,
125,ERWINAZE,all,29,23,25,3.0,4,0.8928571428571429,0.8620689655172413,0.8771929824561403
126,ERWINAZE,exact-meddra,19,23,18,,1,,0.9473684210526315,
127,ERWINAZE,non-meddra,10,23,7,,3,,0.7,
128,ERWINAZE,negated,3,23,2,,1,,0.6666666666666666,
129,ERWINAZE,discontinuous,4,23,2,,2,,0.5,
130,TRULICITY,all,48,31,33,4.0,15,0.8918918918918919,0.6875,0.7764705882352941
131,TRULICITY,exact-meddra,30,31,23,,7,,0.7666666666666667,
132,TRULICITY,non-meddra,18,31,10,,8,,0.5555555555555556,
133,TRULICITY,negated,0,31,0,,0,,,
134,TRULICITY,discontinuous,7,31,2,,5,,0.2857142857142857,
135,ADREVIEW,all,11,9,9,0.0,2,1.0,0.8181818181818182,0.9
136,ADREVIEW,exact-meddra,8,9,7,,1,,0.875,
137,ADREVIEW,non-meddra,3,9,2,,1,,0.6666666666666666,
138,ADREVIEW,negated,0,9,0,,0,,,
139,ADREVIEW,discontinuous,3,9,2,,1,,0.6666666666666666,
140,DOTAREM,all,59,58,59,1.0,0,0.9833333333333333,1.0,0.9915966386554621
141,DOTAREM,exact-meddra,54,58,54,,0,,1.0,
142,DOTAREM,non-meddra,5,58,5,,0,,1.0,
143,DOTAREM,negated,1,58,1,,0,,1.0,
144,DOTAREM,discontinuous,4,58,4,,0,,1.0,
145,PRADAXA,all,58,37,49,0.0,9,1.0,0.8448275862068966,0.9158878504672897
146,PRADAXA,exact-meddra,35,37,34,,1,,0.9714285714285714,
147,PRADAXA,non-meddra,23,37,15,,8,,0.6521739130434783,
148,PRADAXA,negated,0,37,0,,0,,,
149,PRADAXA,discontinuous,8,37,7,,1,,0.875,
150,ELIQUIS,all,105,58,81,2.0,24,0.9759036144578314,0.7714285714285715,0.8617021276595745
151,ELIQUIS,exact-meddra,69,58,55,,14,,0.7971014492753623,
152,ELIQUIS,non-meddra,36,58,26,,10,,0.7222222222222222,
153,ELIQUIS,negated,1,58,1,,0,,1.0,
154,ELIQUIS,discontinuous,15,58,14,,1,,0.9333333333333333,
155,ZERBAXA,all,48,56,46,11.0,2,0.8070175438596491,0.9583333333333334,0.8761904761904762
156,ZERBAXA,exact-meddra,38,56,38,,0,,1.0,
157,ZERBAXA,non-meddra,10,56,8,,2,,0.8,
158,ZERBAXA,negated,0,56,0,,0,,,
159,ZERBAXA,discontinuous,2,56,1,,1,,0.5,
160,FERRIPROX,all,85,82,82,0.0,3,1.0,0.9647058823529412,0.9820359281437125
161,FERRIPROX,exact-meddra,80,82,79,,1,,0.9875,
162,FERRIPROX,non-meddra,5,82,3,,2,,0.6,
163,FERRIPROX,negated,0,82,0,,0,,,
164,FERRIPROX,discontinuous,1,82,0,,1,,0.0,
165,DALVANCE,all,38,36,37,0.0,1,1.0,0.9736842105263158,0.9866666666666666
166,DALVANCE,exact-meddra,33,36,33,,0,,1.0,
167,DALVANCE,non-meddra,5,36,4,,1,,0.8,
168,DALVANCE,negated,1,36,1,,0,,1.0,
169,DALVANCE,discontinuous,0,36,0,,0,,,
170,ARCAPTA,all,31,28,29,0.0,2,1.0,0.9354838709677419,0.9666666666666666
171,ARCAPTA,exact-meddra,26,28,26,,0,,1.0,
172,ARCAPTA,non-meddra,5,28,3,,2,,0.6,
173,ARCAPTA,negated,1,28,1,,0,,1.0,
174,ARCAPTA,discontinuous,0,28,0,,0,,,
175,CERDELGA,all,19,19,19,0.0,0,1.0,1.0,1.0
176,CERDELGA,exact-meddra,18,19,18,,0,,1.0,
177,CERDELGA,non-meddra,1,19,1,,0,,1.0,
178,CERDELGA,negated,0,19,0,,0,,,
179,CERDELGA,discontinuous,0,19,0,,0,,,
180,GADAVIST,all,54,42,48,1.0,6,0.9795918367346939,0.8888888888888888,0.9320388349514563
181,GADAVIST,exact-meddra,49,42,43,,6,,0.8775510204081632,
182,GADAVIST,non-meddra,5,42,5,,0,,1.0,
183,GADAVIST,negated,0,42,0,,0,,,
184,GADAVIST,discontinuous,5,42,5,,0,,1.0,
185,ZYKADIA,all,72,38,43,4.0,29,0.9148936170212766,0.5972222222222222,0.7226890756302521
186,ZYKADIA,exact-meddra,59,38,36,,23,,0.6101694915254238,
187,ZYKADIA,non-meddra,13,38,7,,6,,0.5384615384615384,
188,ZYKADIA,negated,0,38,0,,0,,,
189,ZYKADIA,discontinuous,5,38,2,,3,,0.4,
190,XALKORI,all,80,61,65,4.0,15,0.9420289855072463,0.8125,0.8724832214765101
191,XALKORI,exact-meddra,61,61,54,,7,,0.8852459016393442,
192,XALKORI,non-meddra,19,61,11,,8,,0.5789473684210527,
193,XALKORI,negated,0,61,0,,0,,,
194,XALKORI,discontinuous,6,61,4,,2,,0.6666666666666666,
195,BEPREVE,all,10,10,10,0.0,0,1.0,1.0,1.0
196,BEPREVE,exact-meddra,6,10,6,,0,,1.0,
197,BEPREVE,non-meddra,4,10,4,,0,,1.0,
198,BEPREVE,negated,0,10,0,,0,,,
199,BEPREVE,discontinuous,2,10,2,,0,,1.0,
200,EDARBI,all,25,19,22,0.0,3,1.0,0.88,0.9361702127659575
201,EDARBI,exact-meddra,14,19,14,,0,,1.0,
202,EDARBI,non-meddra,11,19,8,,3,,0.7272727272727273,
203,EDARBI,negated,0,19,0,,0,,,
204,EDARBI,discontinuous,8,19,6,,2,,0.75,
205,POTIGA,all,66,64,65,0.0,1,1.0,0.9848484848484849,0.9923664122137404
206,POTIGA,exact-meddra,59,64,58,,1,,0.9830508474576272,
207,POTIGA,non-meddra,7,64,7,,0,,1.0,
208,POTIGA,negated,0,64,0,,0,,,
209,POTIGA,discontinuous,1,64,1,,0,,1.0,
210,TUDORZA,all,28,26,25,1.0,3,0.9615384615384616,0.8928571428571429,0.9259259259259259
211,TUDORZA,exact-meddra,22,26,22,,0,,1.0,
212,TUDORZA,non-meddra,6,26,3,,3,,0.5,
213,TUDORZA,negated,0,26,0,,0,,,
214,TUDORZA,discontinuous,2,26,0,,2,,0.0,
215,PROMACTA,all,66,51,53,0.0,13,1.0,0.803030303030303,0.8907563025210083
216,PROMACTA,exact-meddra,52,51,48,,4,,0.9230769230769231,
217,PROMACTA,non-meddra,14,51,5,,9,,0.35714285714285715,
218,PROMACTA,negated,0,51,0,,0,,,
219,PROMACTA,discontinuous,2,51,0,,2,,0.0,
220,INLYTA,all,79,78,76,2.0,3,0.9743589743589743,0.9620253164556962,0.9681528662420382
221,INLYTA,exact-meddra,66,78,66,,0,,1.0,
222,INLYTA,non-meddra,13,78,10,,3,,0.7692307692307693,
223,INLYTA,negated,0,78,0,,0,,,
224,INLYTA,discontinuous,3,78,1,,2,,0.3333333333333333,
225,NORTHERA,all,15,14,13,1.0,2,0.9285714285714286,0.8666666666666667,0.896551724137931
226,NORTHERA,exact-meddra,9,14,8,,1,,0.8888888888888888,
227,NORTHERA,non-meddra,6,14,5,,1,,0.8333333333333334,
228,NORTHERA,negated,0,14,0,,0,,,
229,NORTHERA,discontinuous,3,14,2,,1,,0.6666666666666666,
230,JARDIANCE,all,61,42,46,2.0,15,0.9583333333333334,0.7540983606557377,0.8440366972477064
231,JARDIANCE,exact-meddra,40,42,35,,5,,0.875,
232,JARDIANCE,non-meddra,21,42,11,,10,,0.5238095238095238,
233,JARDIANCE,negated,0,42,0,,0,,,
234,JARDIANCE,discontinuous,3,42,0,,3,,0.0,
235,FANAPT,all,131,116,120,0.0,11,1.0,0.916030534351145,0.9561752988047809
236,FANAPT,exact-meddra,125,116,117,,8,,0.936,
237,FANAPT,non-meddra,6,116,3,,3,,0.5,
238,FANAPT,negated,0,116,0,,0,,,
239,FANAPT,discontinuous,7,116,4,,3,,0.5714285714285714,
240,TANZEUM,all,44,32,32,4.0,12,0.8888888888888888,0.7272727272727273,0.7999999999999999
241,TANZEUM,exact-meddra,29,32,27,,2,,0.9310344827586207,
242,TANZEUM,non-meddra,15,32,5,,10,,0.3333333333333333,
243,TANZEUM,negated,1,32,1,,0,,1.0,
244,TANZEUM,discontinuous,3,32,0,,3,,0.0,
245,EYLEA,all,25,24,24,0.0,1,1.0,0.96,0.9795918367346939
246,EYLEA,exact-meddra,20,24,19,,1,,0.95,
247,EYLEA,non-meddra,5,24,5,,0,,1.0,
248,EYLEA,negated,0,24,0,,0,,,
249,EYLEA,discontinuous,0,24,0,,0,,,
250,JEVTANA,all,58,46,50,0.0,8,1.0,0.8620689655172413,0.9259259259259259
251,JEVTANA,exact-meddra,43,46,41,,2,,0.9534883720930233,
252,JEVTANA,non-meddra,15,46,9,,6,,0.6,
253,JEVTANA,negated,1,46,1,,0,,1.0,
254,JEVTANA,discontinuous,0,46,0,,0,,,
255,YERVOY,all,35,30,32,1.0,3,0.9696969696969697,0.9142857142857143,0.9411764705882354
256,YERVOY,exact-meddra,25,30,24,,1,,0.96,
257,YERVOY,non-meddra,10,30,8,,2,,0.8,
258,YERVOY,negated,0,30,0,,0,,,
259,YERVOY,discontinuous,0,30,0,,0,,,
260,FARXIGA,all,86,32,40,2.0,46,0.9523809523809523,0.46511627906976744,0.625
261,FARXIGA,exact-meddra,48,32,22,,26,,0.4583333333333333,
262,FARXIGA,non-meddra,38,32,18,,20,,0.47368421052631576,
263,FARXIGA,negated,0,32,0,,0,,,
264,FARXIGA,discontinuous,11,32,2,,9,,0.18181818181818182,
265,PICATO,all,36,24,24,3.0,12,0.8888888888888888,0.6666666666666666,0.761904761904762
266,PICATO,exact-meddra,19,24,17,,2,,0.8947368421052632,
267,PICATO,non-meddra,17,24,7,,10,,0.4117647058823529,
268,PICATO,negated,0,24,0,,0,,,
269,PICATO,discontinuous,18,24,6,,12,,0.3333333333333333,
270,PRISTIQ,all,86,76,72,5.0,14,0.935064935064935,0.8372093023255814,0.8834355828220859
271,PRISTIQ,exact-meddra,66,76,65,,1,,0.9848484848484849,
272,PRISTIQ,non-meddra,20,76,7,,13,,0.35,
273,PRISTIQ,negated,0,76,0,,0,,,
274,PRISTIQ,discontinuous,9,76,1,,8,,0.1111111111111111,
275,STRIBILD,all,99,65,69,1.0,30,0.9857142857142858,0.696969696969697,0.8165680473372782
276,STRIBILD,exact-meddra,59,65,57,,2,,0.9661016949152542,
277,STRIBILD,non-meddra,40,65,12,,28,,0.3,
278,STRIBILD,negated,0,65,0,,0,,,
279,STRIBILD,discontinuous,18,65,4,,14,,0.2222222222222222,
280,NULOJIX,all,98,69,73,2.0,25,0.9733333333333334,0.7448979591836735,0.8439306358381503
281,NULOJIX,exact-meddra,67,69,55,,12,,0.8208955223880597,
282,NULOJIX,non-meddra,31,69,18,,13,,0.5806451612903226,
283,NULOJIX,negated,4,69,4,,0,,1.0,
284,NULOJIX,discontinuous,7,69,1,,6,,0.14285714285714285,
285,LUMIZYME,all,84,74,79,1.0,5,0.9875,0.9404761904761905,0.9634146341463415
286,LUMIZYME,exact-meddra,72,74,71,,1,,0.9861111111111112,
287,LUMIZYME,non-meddra,12,74,8,,4,,0.6666666666666666,
288,LUMIZYME,negated,0,74,0,,0,,,
289,LUMIZYME,discontinuous,3,74,2,,1,,0.6666666666666666,
290,EOVIST,all,58,49,50,1.0,8,0.9803921568627451,0.8620689655172413,0.9174311926605505
291,EOVIST,exact-meddra,49,49,42,,7,,0.8571428571428571,
292,EOVIST,non-meddra,9,49,8,,1,,0.8888888888888888,
293,EOVIST,negated,0,49,0,,0,,,
294,EOVIST,discontinuous,8,49,3,,5,,0.375,
295,BELEODAQ,all,37,35,35,0.0,2,1.0,0.9459459459459459,0.9722222222222222
296,BELEODAQ,exact-meddra,32,35,31,,1,,0.96875,
297,BELEODAQ,non-meddra,5,35,4,,1,,0.8,
298,BELEODAQ,negated,0,35,0,,0,,,
299,BELEODAQ,discontinuous,0,35,0,,0,,,
300,VICTRELIS,all,47,41,36,5.0,11,0.8780487804878049,0.7659574468085106,0.8181818181818182
301,VICTRELIS,exact-meddra,36,41,35,,1,,0.9722222222222222,
302,VICTRELIS,non-meddra,11,41,1,,10,,0.09090909090909091,
303,VICTRELIS,negated,0,41,0,,0,,,
304,VICTRELIS,discontinuous,7,41,1,,6,,0.14285714285714285,
305,VIMIZIM,all,9,12,9,3.0,0,0.75,1.0,0.8571428571428571
306,VIMIZIM,exact-meddra,8,12,8,,0,,1.0,
307,VIMIZIM,non-meddra,1,12,1,,0,,1.0,
308,VIMIZIM,negated,0,12,0,,0,,,
309,VIMIZIM,discontinuous,0,12,0,,0,,,
310,SIRTURO,all,18,14,14,1.0,4,0.9333333333333333,0.7777777777777778,0.8484848484848485
311,SIRTURO,exact-meddra,11,14,11,,0,,1.0,
312,SIRTURO,non-meddra,7,14,3,,4,,0.42857142857142855,
313,SIRTURO,negated,1,14,1,,0,,1.0,
314,SIRTURO,discontinuous,2,14,0,,2,,0.0,
315,NEURACEQ,all,6,3,4,0.0,2,1.0,0.6666666666666666,0.8
316,NEURACEQ,exact-meddra,5,3,4,,1,,0.8,
317,NEURACEQ,non-meddra,1,3,0,,1,,0.0,
318,NEURACEQ,negated,0,3,0,,0,,,
319,NEURACEQ,discontinuous,3,3,3,,0,,1.0,
320,COMETRIQ,all,72,61,64,0.0,8,1.0,0.8888888888888888,0.9411764705882353
321,COMETRIQ,exact-meddra,52,61,49,,3,,0.9423076923076923,
322,COMETRIQ,non-meddra,20,61,15,,5,,0.75,
323,COMETRIQ,negated,3,61,2,,1,,0.6666666666666666,
324,COMETRIQ,discontinuous,2,61,0,,2,,0.0,
325,AFINITOR,all,221,115,144,3.0,77,0.9795918367346939,0.6515837104072398,0.7826086956521738
326,AFINITOR,exact-meddra,174,115,111,,63,,0.6379310344827587,
327,AFINITOR,non-meddra,47,115,33,,14,,0.7021276595744681,
328,AFINITOR,negated,1,115,1,,0,,1.0,
329,AFINITOR,discontinuous,18,115,9,,9,,0.5,
330,BREO,all,43,42,43,0.0,0,1.0,1.0,1.0
331,BREO,exact-meddra,38,42,38,,0,,1.0,
332,BREO,non-meddra,5,42,5,,0,,1.0,
333,BREO,negated,0,42,0,,0,,,
334,BREO,discontinuous,0,42,0,,0,,,
335,FIRAZYR,all,9,7,9,0.0,0,1.0,1.0,1.0
336,FIRAZYR,exact-meddra,6,7,6,,0,,1.0,
337,FIRAZYR,non-meddra,3,7,3,,0,,1.0,
338,FIRAZYR,negated,0,7,0,,0,,,
339,FIRAZYR,discontinuous,0,7,0,,0,,,
340,INVOKANA,all,89,49,60,2.0,29,0.967741935483871,0.6741573033707865,0.794701986754967
341,INVOKANA,exact-meddra,34,49,33,,1,,0.9705882352941176,
342,INVOKANA,non-meddra,55,49,27,,28,,0.4909090909090909,
343,INVOKANA,negated,0,49,0,,0,,,
344,INVOKANA,discontinuous,16,49,6,,10,,0.375,
345,VORAXAZE,all,22,21,18,5.0,4,0.782608695652174,0.8181818181818182,0.8
346,VORAXAZE,exact-meddra,17,21,14,,3,,0.8235294117647058,
347,VORAXAZE,non-meddra,5,21,4,,1,,0.8,
348,VORAXAZE,negated,0,21,0,,0,,,
349,VORAXAZE,discontinuous,0,21,0,,0,,,
350,NESINA,all,18,17,18,0.0,0,1.0,1.0,1.0
351,NESINA,exact-meddra,14,17,14,,0,,1.0,
352,NESINA,non-meddra,4,17,4,,0,,1.0,
353,NESINA,negated,0,17,0,,0,,,
354,NESINA,discontinuous,0,17,0,,0,,,
355,GILENYA,all,48,43,44,0.0,4,1.0,0.9166666666666666,0.9565217391304348
356,GILENYA,exact-meddra,36,43,36,,0,,1.0,
357,GILENYA,non-meddra,12,43,8,,4,,0.6666666666666666,
358,GILENYA,negated,0,43,0,,0,,,
359,GILENYA,discontinuous,4,43,1,,3,,0.25,
360,HALAVEN,all,62,52,53,2.0,9,0.9636363636363636,0.8548387096774194,0.905982905982906
361,HALAVEN,exact-meddra,54,52,51,,3,,0.9444444444444444,
362,HALAVEN,non-meddra,8,52,2,,6,,0.25,
363,HALAVEN,negated,0,52,0,,0,,,
364,HALAVEN,discontinuous,1,52,0,,1,,0.0,
365,INTELENCE,all,77,65,67,1.0,10,0.9852941176470589,0.8701298701298701,0.9241379310344828
366,INTELENCE,exact-meddra,64,65,62,,2,,0.96875,
367,INTELENCE,non-meddra,13,65,5,,8,,0.38461538461538464,
368,INTELENCE,negated,0,65,0,,0,,,
369,INTELENCE,discontinuous,7,65,3,,4,,0.42857142857142855,
370,AMYVID,all,23,18,18,0.0,5,1.0,0.782608695652174,0.878048780487805
371,AMYVID,exact-meddra,22,18,17,,5,,0.7727272727272727,
372,AMYVID,non-meddra,1,18,1,,0,,1.0,
373,AMYVID,negated,0,18,0,,0,,,
374,AMYVID,discontinuous,0,18,0,,0,,,
375,ULESFIA,all,17,19,17,2.0,0,0.8947368421052632,1.0,0.9444444444444444
376,ULESFIA,exact-meddra,16,19,16,,0,,1.0,
377,ULESFIA,non-meddra,1,19,1,,0,,1.0,
378,ULESFIA,negated,0,19,0,,0,,,
379,ULESFIA,discontinuous,1,19,1,,0,,1.0,
380,OTEZLA,all,30,26,27,0.0,3,1.0,0.9,0.9473684210526316
381,OTEZLA,exact-meddra,26,26,26,,0,,1.0,
382,OTEZLA,non-meddra,4,26,1,,3,,0.25,
383,OTEZLA,negated,0,26,0,,0,,,
384,OTEZLA,discontinuous,0,26,0,,0,,,
385,ILARIS,all,50,37,44,1.0,6,0.9777777777777777,0.88,0.9263157894736842
386,ILARIS,exact-meddra,28,37,27,,1,,0.9642857142857143,
387,ILARIS,non-meddra,22,37,17,,5,,0.7727272727272727,
388,ILARIS,negated,1,37,0,,1,,0.0,
389,ILARIS,discontinuous,9,37,8,,1,,0.8888888888888888,
390,NATAZIA,all,59,53,54,0.0,5,1.0,0.9152542372881356,0.9557522123893806
391,NATAZIA,exact-meddra,43,53,38,,5,,0.8837209302325582,
392,NATAZIA,non-meddra,16,53,16,,0,,1.0,
393,NATAZIA,negated,0,53,0,,0,,,
394,NATAZIA,discontinuous,4,53,3,,1,,0.75,
395,DIFICID,all,25,25,25,0.0,0,1.0,1.0,1.0
396,DIFICID,exact-meddra,20,25,20,,0,,1.0,
397,DIFICID,non-meddra,5,25,5,,0,,1.0,
398,DIFICID,negated,0,25,0,,0,,,
399,DIFICID,discontinuous,0,25,0,,0,,,
400,ONFI,all,54,52,51,1.0,3,0.9807692307692307,0.9444444444444444,0.9622641509433962
401,ONFI,exact-meddra,48,52,47,,1,,0.9791666666666666,
402,ONFI,non-meddra,6,52,4,,2,,0.6666666666666666,
403,ONFI,negated,0,52,0,,0,,,
404,ONFI,discontinuous,3,52,0,,3,,0.0,
405,TECFIDERA,all,22,17,16,1.0,6,0.9411764705882353,0.7272727272727273,0.8205128205128205
406,TECFIDERA,exact-meddra,15,17,15,,0,,1.0,
407,TECFIDERA,non-meddra,7,17,1,,6,,0.14285714285714285,
408,TECFIDERA,negated,0,17,0,,0,,,
409,TECFIDERA,discontinuous,1,17,0,,1,,0.0,
410,DYSPORT,all,84,83,79,6.0,5,0.9294117647058824,0.9404761904761905,0.9349112426035503
411,DYSPORT,exact-meddra,70,83,68,,2,,0.9714285714285714,
412,DYSPORT,non-meddra,14,83,11,,3,,0.7857142857142857,
413,DYSPORT,negated,0,83,0,,0,,,
414,DYSPORT,discontinuous,17,83,13,,4,,0.7647058823529411,
415,ZYTIGA,all,61,48,52,0.0,9,1.0,0.8524590163934426,0.9203539823008848
416,ZYTIGA,exact-meddra,43,48,41,,2,,0.9534883720930233,
417,ZYTIGA,non-meddra,18,48,11,,7,,0.6111111111111112,
418,ZYTIGA,negated,3,48,3,,0,,1.0,
419,ZYTIGA,discontinuous,1,48,1,,0,,1.0,
